City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,vilyuchinsk,52.9306,158.4028,278.3,88,100,3.14,RU,1681943810
279,bamboo flat,11.7,92.7167,301.15,73,43,3.74,IN,1681944289
280,kamaishi,39.2667,141.8833,286.35,49,42,3.64,JP,1681944289
281,ellsworth,44.5434,-68.4195,281.28,72,100,3.6,US,1681944289
282,rio grande,-32.035,-52.0986,286.21,60,87,8.43,BR,1681944289
283,touros,-5.1989,-35.4608,299.63,83,100,4.25,BR,1681943926
284,arauca,7.0847,-70.7591,305.13,51,75,1.54,CO,1681944290
285,santa sylvina,-27.8326,-61.1375,293.18,43,1,2.86,AR,1681944290
286,oranjemund,-28.55,16.4333,287.75,86,80,2.36,NA,1681944290
287,qamdo,31.1667,97.2333,273.86,61,2,2.11,CN,1681943895
288,kayangel,8.0823,134.7173,301.88,75,11,5.11,PW,1681943799
289,fortuna,40.5982,-124.1573,287.54,58,41,1.79,US,1681943698
290,mutum,-19.8,-41.4383,299.08,72,89,2.27,BR,1681943878
291,seven pagodas,12.6264,80.1722,301.51,79,8,4.91,IN,1681943881
292,zeya,53.75,127.2667,270.29,69,100,3.2,RU,1681944291
293,santa rita,-7.1139,-34.9781,301.52,83,20,3.09,BR,1681944292
294,mossel bay,-34.1831,22.146,291.08,80,65,3.45,ZA,1681944292
295,hanover,52.3705,9.7332,282.11,81,100,8.23,DE,1681944014
296,vorkuta,67.5,64.0,265.85,97,100,3.58,RU,1681944292
297,luderitz,-26.6481,15.1594,288.52,79,89,2.63,NA,1681943933
298,raja,8.4596,25.678,302.42,43,91,3.07,SS,1681944293
299,margate,51.3813,1.3862,282.54,75,3,3.58,GB,1681944293
300,sarpol-e zahab,34.4611,45.8626,292.08,45,19,1.34,IR,1681944293
301,kruisfontein,-34.0033,24.7314,292.67,54,100,2.3,ZA,1681944293
302,yuzhno-kurilsk,44.0306,145.8556,279.66,76,37,0.81,RU,1681943780
303,christchurch,-43.5333,172.6333,289.21,82,100,5.66,NZ,1681944163
304,partizansk,43.1258,133.1339,282.25,89,100,1.25,RU,1681944294
305,cantilan,9.3336,125.9775,300.11,82,89,1.31,PH,1681944294
306,poronaysk,49.2167,143.1167,278.53,66,9,3.11,RU,1681944294
307,mukalla,14.5425,49.1242,299.99,71,0,1.62,YE,1681944294
308,ghat,24.9647,10.1728,297.35,12,15,3.73,LY,1681943831
309,sumbe,-11.2061,13.8437,299.74,83,87,2.03,AO,1681944295
310,kempsey,-31.0833,152.8333,292.56,80,80,0.45,AU,1681944295
311,ola,59.5833,151.2833,272.65,76,99,5.23,RU,1681944295
312,aksu,41.1231,80.2644,281.26,64,100,4.4,CN,1681944295
313,iskateley,67.6803,53.1512,272.85,98,100,6.29,RU,1681943853
314,bull savanna,17.8868,-77.5902,298.65,75,27,4.09,JM,1681944296
315,nema,57.5067,50.5011,276.53,93,8,1.59,RU,1681943900
316,lompoc,34.6391,-120.4579,296.31,62,20,11.18,US,1681943778
317,warrnambool,-38.3833,142.4833,285.0,80,83,4.93,AU,1681944296
318,vilyuysk,63.7553,121.6247,266.18,96,93,1.5,RU,1681943595
319,jayapura,-2.5333,140.7,297.81,91,100,0.94,ID,1681944297
320,mityana,0.4175,32.0228,290.16,99,78,0.96,UG,1681944298
321,keflavik,64.0049,-22.5624,281.39,93,100,10.29,IS,1681943932
322,pago pago,-14.2781,-170.7025,301.0,79,68,8.81,AS,1681944100
323,jining,35.405,116.5814,290.27,87,0,3.29,CN,1681944298
324,kroya,-7.6331,109.2461,298.45,89,74,1.34,ID,1681944299
325,north battleford,52.7834,-108.2847,273.2,80,100,7.72,CA,1681944299
326,stjordalshalsen,63.4681,10.9262,279.77,75,0,4.12,NO,1681944299
327,luwuk,-0.9516,122.7875,299.75,86,88,0.25,ID,1681944300
328,medina,24.4686,39.6142,295.39,56,40,1.54,SA,1681944104
329,itoman,26.1247,127.6694,298.58,94,75,8.75,JP,1681943903
330,aranyaprathet,13.6928,102.5013,299.34,86,14,2.26,TH,1681944300
331,manay,7.215,126.5397,300.85,76,61,0.8,PH,1681944301
332,kenai,60.5544,-151.2583,280.2,56,0,3.6,US,1681943847
333,bang saphan,11.2126,99.5117,298.27,89,16,2.49,TH,1681944302
334,aswan,24.0934,32.907,302.76,12,0,0.0,EG,1681944303
335,port hedland,-20.3167,118.5667,295.18,43,92,7.72,AU,1681944303
336,mancio lima,-7.6142,-72.8958,299.19,100,100,3.6,BR,1681944304
337,tomatlan,19.9333,-105.25,303.51,42,6,5.73,MX,1681943882
338,nikolayevsk-on-amure,53.1406,140.73,275.57,66,89,1.6,RU,1681943716
339,silver city,32.7701,-108.2803,293.92,17,1,9.39,US,1681944304
340,fortaleza,-3.7227,-38.5247,301.6,83,20,2.06,BR,1681944165
341,caleta de carquin,-11.0925,-77.6267,296.85,79,25,7.04,PE,1681944305
342,santa barbara,34.7333,-120.0343,292.59,25,0,8.75,US,1681944220
343,bikenibeu village,1.3673,173.1241,304.13,70,40,3.6,KI,1681943914
344,manga,11.6636,-1.0731,304.59,42,83,2.97,BF,1681944306
345,reggane,26.7158,0.1714,300.7,12,0,4.25,DZ,1681944306
346,egersund,58.4513,5.9997,284.31,80,0,2.18,NO,1681944306
347,andergrove,-21.0833,149.1833,299.06,67,34,6.35,AU,1681943771
348,kill devil hills,36.0307,-75.676,291.16,76,0,3.6,US,1681943922
349,pisogne,45.8101,10.1073,286.16,66,97,1.34,IT,1681944307
350,dakhla,23.6848,-15.958,292.0,88,1,4.77,EH,1681944307
351,blackwater,-23.5833,148.8833,296.99,58,2,5.3,AU,1681944308
352,khandyga,62.6667,135.6,270.26,90,100,1.54,RU,1681943853
353,vila franca do campo,37.7167,-25.4333,287.38,90,99,5.66,PT,1681944308
354,asasa,7.1,39.2,286.56,81,33,1.19,ET,1681944309
355,rokytne,51.2796,27.214,281.82,84,98,3.07,UA,1681944309
356,okene,7.5981,6.2318,299.04,87,100,1.78,NG,1681944309
357,moose jaw,50.4001,-105.5344,271.29,93,100,9.77,CA,1681944309
358,sola,-13.8833,167.55,300.6,72,100,2.63,VU,1681944309
359,chibougamau,49.9168,-74.3659,269.94,68,100,4.12,CA,1681944193
360,sadovoye,47.7764,44.5089,281.93,47,47,4.81,RU,1681944310
361,quarai,-30.3875,-56.4514,283.43,78,42,2.77,BR,1681944251
362,vila do maio,15.1333,-23.2167,296.59,78,65,6.41,CV,1681944310
363,royse city,32.9751,-96.3325,301.31,66,100,6.17,US,1681944311
364,karliova,39.2983,41.0142,279.58,94,100,2.25,TR,1681944311
365,usinsk,65.9939,57.5281,270.93,95,100,5.56,RU,1681944311
366,lerwick,60.1545,-1.1494,280.15,81,22,2.72,GB,1681943776
367,wakkanai,45.4094,141.6739,280.09,87,99,7.25,JP,1681944312
368,kurchatov,51.6601,35.6521,285.38,85,100,7.49,RU,1681944312
369,harnosand,62.6323,17.9379,276.15,98,100,2.16,SE,1681944312
370,arraial do cabo,-22.9661,-42.0278,297.13,83,75,3.09,BR,1681943776
371,tazovsky,67.4667,78.7,258.5,100,95,2.06,RU,1681943923
372,port douglas,-16.4833,145.4667,299.11,77,27,4.33,AU,1681944313
373,dwarka,22.2394,68.9678,299.81,74,45,6.15,IN,1681943874
374,nurota,40.5614,65.6886,279.39,47,0,3.01,UZ,1681944313
375,cumra,37.5732,32.7745,283.23,46,0,2.63,TR,1681944313
376,salalah,17.0151,54.0924,301.2,74,40,2.06,OM,1681943828
377,san luis de la loma,17.2706,-100.8939,302.55,57,71,4.36,MX,1681944314
378,vrontados,38.4089,26.1328,287.2,76,13,2.53,GR,1681944314
379,queenstown,-31.8976,26.8753,289.18,32,53,2.73,ZA,1681943779
380,sharm el-sheikh,27.8518,34.305,299.23,53,0,3.09,EG,1681944314
381,sosnovo-ozerskoye,52.5249,111.5418,259.7,69,88,8.94,RU,1681943811
382,howrah,22.5892,88.3103,303.15,79,40,1.54,IN,1681943766
383,cidreira,-30.1811,-50.2056,287.44,76,80,5.79,BR,1681943927
384,male,4.1748,73.5089,301.12,89,20,1.54,MV,1681944294
385,uacu cungo,-11.3634,15.1208,291.19,94,100,0.73,AO,1681944315
386,nemuro,43.3236,145.575,277.97,87,84,2.53,JP,1681943794
387,mar del plata,-38.0023,-57.5575,286.45,68,20,3.09,AR,1681944316
388,lake havasu city,34.4839,-114.3224,298.83,11,0,8.75,US,1681944125
389,lichuan,30.3,108.85,288.01,90,73,2.42,CN,1681944316
390,las lomitas,-24.7096,-60.593,294.13,59,0,2.51,AR,1681944316
391,ta`u,-14.2336,-169.5144,301.78,77,91,8.81,AS,1681943874
392,visakhapatnam,17.69,83.2093,298.63,53,7,1.26,IN,1681944043
393,las veredas,23.1388,-109.7075,300.91,61,75,5.14,MX,1681944317
394,ytrebygda,60.305,5.2824,282.93,72,0,0.0,NO,1681944317
395,el nido,11.1858,119.3956,301.02,77,6,2.21,PH,1681943921
396,mount gambier,-37.8333,140.7667,287.77,75,100,2.64,AU,1681943792
397,smithers,54.7804,-127.1743,282.33,46,75,1.54,CA,1681944318
398,codrington,-38.2667,141.9667,286.3,78,89,3.81,AU,1681943845
399,taksimo,56.3444,114.8794,266.46,67,100,2.06,RU,1681943866
400,kudahuvadhoo,2.6708,72.8944,301.49,72,95,1.88,MV,1681944318
401,mount isa,-20.7333,139.5,294.02,35,80,3.6,AU,1681943872
402,marsh harbour,26.5412,-77.0636,296.64,75,100,9.16,BS,1681944319
403,miramichi,47.0043,-65.4654,278.31,90,100,1.15,CA,1681944319
404,urucara,-2.5364,-57.76,298.0,92,59,1.35,BR,1681943882
405,passos,-20.7189,-46.6097,290.81,92,84,2.11,BR,1681944320
406,jogeva,58.7467,26.3939,278.65,83,8,2.38,EE,1681944320
407,bac lieu,9.285,105.7244,299.85,84,46,2.15,VN,1681944320
408,puerto cabezas,14.0351,-83.3888,303.13,84,40,2.06,NI,1681943925
409,deniliquin,-35.5333,144.9667,285.91,63,30,5.18,AU,1681944320
410,xylokastro,38.0776,22.6317,287.59,57,21,1.34,GR,1681944321
411,imishli,39.8709,48.06,283.62,82,71,2.84,AZ,1681944321
412,bonthe,7.5264,-12.505,300.75,83,30,2.25,SL,1681944321
413,francistown,-21.17,27.5079,288.29,52,1,3.89,BW,1681944321
414,toamasina,-18.1667,49.3833,297.15,94,75,1.54,MG,1681944322
415,toliara,-23.35,43.6667,297.28,71,11,2.42,MG,1681944104
416,callao,-12.0667,-77.15,298.31,61,0,8.23,PE,1681944322
417,akureyri,65.6835,-18.0878,284.11,66,0,4.12,IS,1681944322
418,kashgar,39.4547,75.9797,283.71,50,75,2.0,CN,1681944322
419,altar,30.7,-111.8167,301.63,15,0,7.92,MX,1681944322
420,belyy yar,53.6039,91.3903,270.09,50,0,7.0,RU,1681944323
421,susuman,62.7833,148.1667,266.37,79,100,3.09,RU,1681943844
422,dnipro,48.45,34.9833,282.43,92,100,1.11,UA,1681944301
423,kavaratti,10.5669,72.642,301.36,73,22,3.47,IN,1681943851
424,ambon,-3.6954,128.1814,299.23,94,40,1.54,ID,1681944323
425,dien bien phu,21.3833,103.0167,293.79,47,0,1.17,VN,1681944324
426,levuka,50.1834,-105.4011,270.99,97,100,8.33,CA,1681944324
427,puerto colombia,10.9878,-74.9547,302.2,82,93,9.94,CO,1681944324
428,sabang,5.8933,95.3214,301.64,73,100,5.19,ID,1681944324
429,weno,7.4515,151.8468,301.12,83,100,4.12,FM,1681943773
430,waingapu,-9.6567,120.2641,297.53,79,48,4.17,ID,1681943875
431,banjul,13.45,-16.5833,296.33,68,0,3.6,GM,1681944327
432,aykhal,66.0,111.5,260.41,99,100,2.38,RU,1681943892
433,porto novo,6.4965,2.6036,301.05,80,71,2.01,BJ,1681944327
434,okhotsk,59.3833,143.3,269.34,73,46,4.19,RU,1681944328
435,winnemucca,40.973,-117.7357,280.18,33,100,1.54,US,1681944328
436,majuro,7.0897,171.3803,303.13,79,75,4.12,MH,1681944084
437,mejit,10.2753,170.8646,299.84,82,95,8.02,MH,1681943930
438,camana,-16.6228,-72.7111,294.75,77,55,1.67,PE,1681944329
439,pervomaysk,48.0443,30.8507,282.4,92,100,4.43,UA,1681944329
440,kuta,-8.7233,115.1723,300.12,83,20,1.03,ID,1681943906
441,tura,25.5198,90.2201,297.3,84,49,4.07,IN,1681943804
442,campoverde,-8.4753,-74.8058,302.98,83,99,0.23,PE,1681944329
443,buseresere,-3.0236,31.8747,290.11,96,19,2.14,TZ,1681944330
444,chinchilla,-26.75,150.6333,293.74,52,2,4.15,AU,1681944330
445,platteville,42.7342,-90.4785,281.88,95,100,4.41,US,1681944330
446,ugoofaaru,5.6667,73.0,301.1,75,37,1.28,MV,1681944330
447,biograd na moru,43.9433,15.4519,286.35,75,3,2.51,HR,1681944331
448,jeremie,18.65,-74.1167,299.24,77,8,1.68,HT,1681943883
449,mantes-la-jolie,49.0,1.6667,286.19,55,95,6.58,FR,1681944331
450,wainwright,52.839,-110.8572,275.35,61,100,5.47,CA,1681944331
451,mbeni,-11.5014,43.3775,296.93,79,100,2.08,KM,1681944331
452,jinchang,38.4953,102.1739,278.85,30,40,1.54,CN,1681944331
453,bel ombre,-4.6167,55.4167,300.06,83,75,2.57,SC,1681943897
454,taseyevo,57.2169,94.8978,266.47,89,100,1.77,RU,1681944332
455,mineiros,-17.5694,-52.5511,293.08,96,99,2.69,BR,1681944332
456,lebowakgomo,-24.2,29.5,287.4,59,0,1.42,ZA,1681944332
457,cabo san lucas,22.8909,-109.9124,300.71,50,40,4.63,MX,1681943616
458,kirando,-7.4167,30.6,295.13,81,27,2.57,TZ,1681944333
459,bima,-8.4667,118.7167,298.57,88,53,1.93,ID,1681944333
460,naze,28.3667,129.4833,293.66,97,100,1.17,JP,1681943760
461,northam,51.0333,-4.2167,283.49,66,16,9.32,GB,1681943866
462,birao,10.2849,22.7882,302.23,15,30,3.13,CF,1681944333
463,camarinas,43.1311,-9.1817,287.69,90,77,6.23,ES,1681944334
464,erenhot,43.6475,111.9767,276.73,24,46,1.5,CN,1681944334
465,praia da vitoria,38.7333,-27.0667,285.29,82,40,7.82,PT,1681943849
466,labasa,-16.4167,179.3833,300.72,76,74,0.9,FJ,1681944334
467,mhlume,-26.0333,31.85,292.72,97,0,1.84,SZ,1681944335
468,oroquieta,8.4858,123.8044,300.85,76,15,0.98,PH,1681944335
469,gaillac,43.9016,1.8969,285.46,80,5,1.13,FR,1681944335
470,ibarreta,-25.2144,-59.8585,293.91,58,0,2.53,AR,1681944335
471,taroa,8.7058,171.2275,300.61,81,83,6.62,MH,1681944336
472,khovd,48.0056,91.6419,269.49,31,0,3.34,MN,1681944336
473,vila nova de paiva,40.8659,-7.7613,279.77,70,63,0.87,PT,1681944336
474,jaisinghnagar,23.7,81.3833,300.21,23,67,2.33,IN,1681944336
475,gusinoozyorsk,51.2833,106.5,262.92,59,10,1.88,RU,1681944336
476,al wasitah,29.3378,31.2056,291.82,62,35,9.02,EG,1681944337
477,dunedin,-45.8742,170.5036,288.75,84,65,2.24,NZ,1681944267
478,nizhneudinsk,54.9076,99.0276,265.35,65,99,1.8,RU,1681944337
479,jianshui,23.6363,102.8264,291.62,41,0,1.73,CN,1681944337
480,hiratacho,35.4333,132.8167,289.16,100,20,2.06,JP,1681944338
481,inhambane,-23.865,35.3833,293.24,80,0,1.72,MZ,1681943910
482,nejdek,50.3224,12.7294,274.17,91,0,0.51,CZ,1681944338
483,colonel hill,22.7667,-74.2167,299.28,73,8,3.96,BS,1681944338
484,funafuti,-8.5243,179.1942,303.15,79,40,0.51,TV,1681944338
485,breckenridge,32.7557,-98.9023,305.26,35,40,7.2,US,1681944213
486,ormond-by-the-sea,29.3491,-81.0665,298.28,60,0,5.66,US,1681944339
487,yoichi,43.2039,140.7703,283.02,66,100,2.89,JP,1681944339
488,rio gallegos,-51.6226,-69.2181,286.18,47,0,10.29,AR,1681943769
489,cuenca,-2.8833,-78.9833,291.22,68,75,6.69,EC,1681944339
490,qulsary,46.9531,54.0198,283.07,36,98,5.5,KZ,1681944339
491,lorengau,-2.0226,147.2712,301.76,72,34,2.47,PG,1681944340
492,port macquarie,-31.4333,152.9167,292.53,63,81,1.64,AU,1681944340
493,buka,40.8108,69.1986,281.52,55,0,1.18,UZ,1681944340
494,'ain el melh,34.8415,4.1638,291.58,30,78,5.17,DZ,1681944340
495,mount pearl,47.5166,-52.7813,274.73,93,100,6.17,CA,1681944341
496,marquette,46.5333,-87.6335,273.84,77,100,0.89,US,1681944342
497,carbonear,47.7332,-53.2148,275.45,91,100,5.55,CA,1681944085
498,kigoma,-4.8769,29.6267,297.43,72,10,2.05,TZ,1681944342
499,ciudad del carmen,18.6333,-91.8333,303.17,70,40,7.72,MX,1681944342
500,leer,53.2316,7.461,281.45,76,41,0.45,DE,1681944343
501,bodo,67.28,14.405,280.62,90,100,9.26,NO,1681944343
502,cabedelo,-6.9811,-34.8339,301.52,82,27,4.75,BR,1681943908
503,al hudaydah,14.7978,42.9545,301.49,82,55,3.98,YE,1681944343
504,ciudad hidalgo,19.6833,-100.5667,298.99,22,80,5.1,MX,1681944343
505,zeribet el oued,34.6828,6.5111,298.29,21,87,2.9,DZ,1681944344
506,fort morgan,40.2503,-103.8,289.83,81,100,18.52,US,1681944344
507,grissom air force base,40.6575,-86.1476,299.2,34,0,7.72,US,1681944344
508,zara,44.1197,15.2422,283.49,87,20,1.54,HR,1681944344
509,kuanda,56.3161,116.0806,266.4,75,100,2.56,RU,1681943934
510,chetwayi,10.5333,76.05,300.53,81,28,2.03,IN,1681944345
511,mil'kovo,55.6078,37.7956,282.37,59,74,2.87,RU,1681943888
512,westport,41.1415,-73.3579,289.76,44,0,4.63,US,1681943900
513,belmonte,-15.8631,-38.8828,300.47,87,5,5.31,BR,1681943899
514,luanda,-8.8368,13.2343,297.15,88,75,3.6,AO,1681944345
515,genhe,50.7833,121.5167,270.62,93,100,3.81,CN,1681944346
516,mermoz boabab,14.7065,-17.4758,293.46,94,0,6.17,SN,1681944347
517,kijang,35.2442,129.2139,291.0,83,18,1.55,KR,1681944348
518,lafia,8.4833,8.5167,300.23,75,82,2.24,NG,1681944349
519,fort bragg,35.139,-79.006,302.47,24,75,3.6,US,1681943775
520,brady,31.1352,-99.3351,302.68,51,75,8.23,US,1681944349
521,pesqueira,-8.3578,-36.6964,298.7,64,97,2.82,BR,1681944349
522,chrudim,49.9511,15.7956,278.3,81,0,1.54,CZ,1681944350
523,port augusta,-32.5,137.7667,288.64,57,0,4.47,AU,1681943775
524,bandarbeyla,9.4942,50.8122,300.68,69,59,2.71,SO,1681944350
525,haiku-pauwela,20.9219,-156.3051,296.51,96,100,7.72,US,1681943815
526,midvagur,62.0511,-7.1939,279.61,87,0,1.54,FO,1681943914
527,tindouf,27.6711,-8.1474,290.59,58,45,10.36,DZ,1681944350
528,mucuri,-18.0864,-39.5508,300.13,85,81,1.79,BR,1681944351
529,torbeyevo,54.0797,43.2473,282.23,49,99,1.55,RU,1681944351
530,amungan,15.3652,119.9582,301.2,77,0,3.38,PH,1681944351
531,kourou,5.1552,-52.6478,298.18,94,99,3.34,GF,1681944351
532,mwene-ditu,-7.0,23.45,292.41,96,40,1.95,CD,1681944351
533,piacabucu,-10.4056,-36.4344,300.39,83,47,7.06,BR,1681944352
534,slave lake,55.2834,-114.769,276.14,81,100,3.09,CA,1681944345
535,hamilton,39.1834,-84.5333,300.5,36,0,4.63,US,1681943730
536,yakutsk,62.0339,129.7331,272.13,68,20,5.0,RU,1681944231
537,vermillion,42.7794,-96.9292,290.21,94,100,3.67,US,1681944352
538,colonia,50.9333,6.95,282.56,50,0,1.54,DE,1681943667
539,alupka,44.4167,34.05,283.4,91,86,3.81,UA,1681944353
540,hinjilikatu,19.4833,84.75,301.81,41,1,0.17,IN,1681944353
541,tateyama,34.9833,139.8667,290.94,84,100,1.89,JP,1681944353
542,selfoss,63.9331,-20.9971,280.63,93,36,3.56,IS,1681943881
543,celestun,20.8667,-90.4,298.77,77,1,12.01,MX,1681944353
544,navan,53.6528,-6.6814,283.74,73,89,7.54,IE,1681944354
545,pitimbu,-7.4706,-34.8086,301.48,90,32,3.2,BR,1681944354
546,santa ana,33.7456,-117.8678,297.57,50,20,6.17,US,1681943757
547,paijan,-7.7333,-79.3022,298.72,65,84,4.21,PE,1681944354
548,el granada,37.5027,-122.4694,292.29,51,0,7.72,US,1681944194
549,island harbour,50.724,-1.2758,282.85,78,77,4.02,GB,1681944354
550,mcalester,34.9334,-95.7697,298.2,71,75,7.72,US,1681944355
551,dehui,44.5333,125.7,281.97,27,100,8.87,CN,1681944355
552,ubinskoye,55.3068,79.6802,269.14,74,72,3.14,RU,1681944355
553,bolivar,37.6145,-93.4105,298.22,64,100,0.45,US,1681944355
554,goure,13.9835,10.2704,302.95,14,1,2.97,NE,1681944355
555,korla,41.7597,86.1469,280.87,24,100,2.87,CN,1681944356
556,morehead city,34.7229,-76.726,299.17,64,0,4.02,US,1681944356
557,riyadh,24.6877,46.7219,291.23,55,89,2.6,SA,1681944300
558,tsiroanomandidy,-18.7667,46.0333,292.62,87,60,0.82,MG,1681944356
